ts,PID,MINFLT,MAJFLT,VSTEXT,VSIZE,RSIZE,VGROW,RGROW,MEM,CMD,label,type
1556209308,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556209313,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556209318,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556209323,1967,0,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556209328,3292,1909,0,148,17924,2428,0,0,0,atop,1,dos
1556209333,3294,1909,0,148,17916,2420,0,0,0,atop,1,dos
1556209343,3293,1909,0,148,17624,2372,0,0,0,atop,1,dos
1556209348,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556209353,1401,5,0,36,19296,824,0,0,0,irqbalance,1,dos
1556209358,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556209368,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556209373,1495,0,0,10415,545.4,50232,0,0,0.01,mysqld,1,dos
1556209378,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556209383,2608,9,0,589,647.4,39464,0,0,0.01,hud-service,1,dos
1556209388,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556209393,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556209398,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556209403,2633,2,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556209408,2835,0,0,124,623.7,18084,0,0,0,goa-daemon,1,dos
1556209413,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556209418,1196,0,0,1071,342.2,7496,0,0,0,NetworkManager,1,dos
1556209428,1406,0,0,47,497.1,5052,0,0,0,whoopsie,1,dos
1556209433,1967,8,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556209438,1695,0,0,12,9480,3496,0,0,0,haveged,1,dos
1556209443,3292,1910,0,148,17924,2428,0,0,0,atop,1,dos
1556209448,3294,1910,0,148,17916,2420,0,0,0,atop,1,dos
1556209453,3295,1910,0,148,17920,2420,0,0,0,atop,1,dos
1556209458,3293,1910,0,148,17624,2372,0,0,0,atop,1,dos
1556209463,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556209468,1401,3,0,36,19296,824,0,0,0,irqbalance,1,dos
1556209473,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556209478,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556209483,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556209488,1495,0,0,10415,545.4,50232,0,0,0.01,mysqld,1,dos
1556209493,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556209503,2608,9,0,589,647.4,39464,0,0,0.01,hud-service,1,dos
1556209508,1517,0,0,531,392.3,32616,0,0,0.01,named,1,dos
1556209513,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556209518,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556209523,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556209528,2593,3,0,31,729.2,20068,0,0,0.01,unity-settings,1,dos
1556209533,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556209538,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556209543,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556209548,1196,147,0,1071,342.2,7496,0,0,0,NetworkManager,1,dos
1556209553,2886,0,0,350,315.3,7400,0,0,0,mission-contro,1,dos
1556209558,2904,0,0,319,362.7,7188,0,0,0,udisksd,1,dos
1556209563,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556209568,1406,16,0,47,497.1,5052,0,0,0,whoopsie,1,dos
1556209573,3023,2,0,189,344,4812,0,0,0,zeitgeist-daem,1,dos
1556209578,2045,0,0,149,233.8,4584,0,0,0,upowerd,1,dos
1556209583,1967,0,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556209588,3273,0,0,18,368.9,3884,0,0,0,deja-dup-monit,1,dos
1556209593,3720,1122,0,1603,10224,3664,10224,3664,0,dhclient,1,dos
1556209598,1472,0,0,44,75364,3428,0,0,0,cups-browsed,1,dos
1556209603,3292,1910,0,148,17924,2428,0,0,0,atop,1,dos
1556209608,3294,1910,0,148,17916,2420,0,0,0,atop,1,dos
1556209613,3295,1914,0,148,17920,2420,0,0,0,atop,1,dos
1556209618,3293,1910,0,148,17624,2372,0,0,0,atop,1,dos
1556209623,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556209628,1401,3,0,36,19296,824,0,0,0,irqbalance,1,dos
1556209633,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556209638,2529,0,0,121,22308,376,0,0,0,upstart-dbus-b,1,dos
1556209643,3405,0,0,0,0,0,0,0,0,kworker/u256:2,1,dos
1556209648,3722,266,0,0,0,0,0,0,0,<nm-dhcp-clie>,1,dos
1556209653,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556209658,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556209663,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556209668,2608,9,0,589,647.5,39464,132,0,0.01,hud-service,1,dos
1556209673,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556209678,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556209688,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556209693,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556209698,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556209703,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556209708,1695,0,0,12,9480,3496,0,0,0,haveged,1,dos
1556209713,3292,1914,0,148,17924,2428,0,0,0,atop,1,dos
1556209718,3294,1914,0,148,17916,2420,0,0,0,atop,1,dos
1556209723,3295,1914,0,148,17920,2420,0,0,0,atop,1,dos
1556209728,3293,1914,0,148,17624,2372,0,0,0,atop,1,dos
1556209733,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556209738,1401,5,0,36,19296,824,0,0,0,irqbalance,1,dos
1556209743,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556209748,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556209753,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556209758,1495,0,0,10415,545.4,50232,0,0,0.01,mysqld,1,dos
1556209768,2608,9,0,589,647.5,39464,0,0,0.01,hud-service,1,dos
1556209773,1517,0,0,531,392.3,32616,0,0,0.01,named,1,dos
1556209778,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556209783,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556209788,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556209798,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556209803,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556209808,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556209813,1406,0,0,47,497.1,5052,0,0,0,whoopsie,1,dos
1556209818,1967,8,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556209823,3292,1914,0,148,17924,2428,0,0,0,atop,1,dos
1556209828,3294,1913,0,148,17916,2420,0,0,0,atop,1,dos
1556209833,3295,1913,0,148,17920,2420,0,0,0,atop,1,dos
1556209838,3293,1913,0,148,17624,2372,0,0,0,atop,1,dos
1556209843,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556209848,1401,3,0,36,19296,824,0,0,0,irqbalance,1,dos
1556209853,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556209858,3405,0,0,0,0,0,0,0,0,kworker/u256:2,1,dos
1556209863,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556209868,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556209873,1495,0,0,10415,545.4,50232,0,0,0.01,mysqld,1,dos
1556209878,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556209883,2608,9,0,589,647.5,39464,0,0,0.01,hud-service,1,dos
1556209888,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556209893,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556209898,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556209903,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556209908,2835,0,0,124,623.7,18084,0,0,0,goa-daemon,1,dos
1556209913,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556209918,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556209923,1695,0,0,12,9480,3496,0,0,0,haveged,1,dos
1556209928,3292,1913,0,148,17924,2428,0,0,0,atop,1,dos
1556209933,3294,1913,0,148,17916,2420,0,0,0,atop,1,dos
1556209938,3295,1913,0,148,17920,2420,0,0,0,atop,1,dos
1556209943,3293,1913,0,148,17624,2372,0,0,0,atop,1,dos
1556209948,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556209953,1401,3,0,36,19296,824,0,0,0,irqbalance,1,dos
1556209958,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556209963,3405,0,0,0,0,0,0,0,0,kworker/u256:2,1,dos
1556209968,3508,0,0,0,0,0,0,0,0,kworker/2:0,1,dos
1556209973,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556209978,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556209983,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556209988,2608,9,0,589,647.7,39724,128,260,0.01,hud-service,1,dos
1556209993,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556209998,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556210003,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556210008,2633,1,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556210018,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556210023,1196,14,0,1071,342.2,7496,0,0,0,NetworkManager,1,dos
1556210028,2886,0,0,350,315.3,7400,0,0,0,mission-contro,1,dos
1556210033,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556210038,3023,2,0,189,344,4812,0,0,0,zeitgeist-daem,1,dos
1556210043,1967,0,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556210048,3292,1913,0,148,17924,2428,0,0,0,atop,1,dos
1556210053,3294,1913,0,148,17916,2420,0,0,0,atop,1,dos
1556210058,3295,1909,0,148,17920,2420,0,0,0,atop,1,dos
1556210063,3293,1913,0,148,17624,2372,0,0,0,atop,1,dos
1556210078,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556210083,2529,0,0,121,22308,376,0,0,0,upstart-dbus-b,1,dos
1556210093,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556210098,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556210103,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556210108,2838,0,0,4,857.6,44596,0,0,0.01,evolution-cale,1,dos
1556210113,2608,9,0,589,647.7,39724,0,0,0.01,hud-service,1,dos
1556210118,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556210123,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556210128,2633,2,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556210133,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556210138,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556210143,1196,146,0,1071,342.2,7496,0,0,0,NetworkManager,1,dos
1556210148,2886,1,0,350,315.3,7400,0,0,0,mission-contro,1,dos
1556210153,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556210158,1406,19,0,47,497.1,5056,0,4,0,whoopsie,1,dos
1556210163,3023,0,0,189,344,4812,0,0,0,zeitgeist-daem,1,dos
1556210168,2045,0,0,149,233.8,4584,0,0,0,upowerd,1,dos
1556210173,1967,8,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556210178,3273,0,0,18,368.9,3884,0,0,0,deja-dup-monit,1,dos
1556210183,3724,1123,0,1603,10224,3664,10224,3664,0,dhclient,1,dos
1556210188,1472,0,0,44,75364,3428,0,0,0,cups-browsed,1,dos
1556210193,3292,1909,0,148,17924,2428,0,0,0,atop,1,dos
1556210198,3294,1914,0,148,17916,2420,0,0,0,atop,1,dos
1556210203,3295,1914,0,148,17920,2420,0,0,0,atop,1,dos
1556210208,3293,1910,0,148,17624,2372,0,0,0,atop,1,dos
1556210213,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556210218,1400,10,0,37,23652,1028,0,0,0,cron,1,dos
1556210223,1401,3,0,36,19296,824,0,0,0,irqbalance,1,dos
1556210228,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556210233,3405,0,0,0,0,0,0,0,0,kworker/u256:2,1,dos
1556210238,3727,266,0,0,0,0,0,0,0,<nm-dhcp-clie>,1,dos
1556210243,3732,214,0,0,0,0,0,0,0,<debian-sa1>,1,dos
1556210248,3731,336,0,0,0,0,0,0,0,<sh>,1,dos
1556210253,3730,504,0,0,0,0,0,0,0,<cron>,1,dos
1556210258,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556210263,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556210268,1495,0,0,10415,545.4,50232,0,0,0.01,mysqld,1,dos
1556210273,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556210278,2608,9,0,589,647.7,39724,0,0,0.01,hud-service,1,dos
1556210283,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556210288,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556210293,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556210298,2593,3,0,31,729.2,20068,0,0,0.01,unity-settings,1,dos
1556210303,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556210308,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556210313,2835,0,0,124,623.7,18084,0,0,0,goa-daemon,1,dos
1556210318,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556210323,1196,0,0,1071,342.2,7496,0,0,0,NetworkManager,1,dos
1556210328,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556210333,1406,0,0,47,497.1,5056,0,0,0,whoopsie,1,dos
1556210338,3292,1914,0,148,17924,2428,0,0,0,atop,1,dos
1556210343,3294,1914,0,148,17916,2420,0,0,0,atop,1,dos
1556210348,3295,1913,0,148,17920,2420,0,0,0,atop,1,dos
1556210353,3293,1913,0,148,17624,2372,0,0,0,atop,1,dos
1556210358,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556210363,1401,73,0,36,19296,824,0,0,0,irqbalance,1,dos
1556210368,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556210373,3405,0,0,0,0,0,0,0,0,kworker/u256:2,1,dos
1556210378,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556210388,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556210393,2608,9,0,589,647.7,39724,0,0,0.01,hud-service,1,dos
1556210398,1517,0,0,531,392.3,32616,0,0,0.01,named,1,dos
1556210403,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556210408,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556210413,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556210418,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556210423,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556210428,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556210433,1196,1,0,1071,342.2,7496,0,0,0,NetworkManager,1,dos
1556210438,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556210443,1967,0,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556210448,1695,0,0,12,9480,3496,0,0,0,haveged,1,dos
1556210453,3292,1913,0,148,17924,2428,0,0,0,atop,1,dos
1556210458,3294,1913,0,148,17916,2420,0,0,0,atop,1,dos
1556210463,3295,1913,0,148,17920,2420,0,0,0,atop,1,dos
1556210468,3293,1913,0,148,17624,2372,0,0,0,atop,1,dos
1556210473,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556210478,1401,13,0,36,19296,824,0,0,0,irqbalance,1,dos
1556210483,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556210488,3405,0,0,0,0,0,0,0,0,kworker/u256:2,1,dos
1556210493,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556210498,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556210503,1495,0,0,10415,545.4,50232,0,0,0.01,mysqld,1,dos
1556210508,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556210513,2838,0,0,4,857.6,44596,0,0,0.01,evolution-cale,1,dos
1556210518,2608,9,0,589,647.8,39852,128,128,0.01,hud-service,1,dos
1556210523,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556210528,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556210533,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556210538,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556210543,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556210548,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556210553,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556210558,1406,0,0,47,497.1,5056,0,0,0,whoopsie,1,dos
1556210563,1967,8,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556210568,3273,0,0,18,368.9,3884,0,0,0,deja-dup-monit,1,dos
1556210573,3292,1913,0,148,17924,2428,0,0,0,atop,1,dos
1556210578,3294,1913,0,148,17916,2420,0,0,0,atop,1,dos
1556210583,3295,1913,0,148,17920,2420,0,0,0,atop,1,dos
1556210593,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556210598,1401,21,0,36,19296,824,0,0,0,irqbalance,1,dos
1556210603,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556210608,3405,0,0,0,0,0,0,0,0,kworker/u256:2,1,dos
1556210613,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556210618,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556210623,1495,0,0,10415,545.4,50232,0,0,0.01,mysqld,1,dos
1556210628,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556210633,2838,0,0,4,857.6,44596,0,0,0.01,evolution-cale,1,dos
1556210638,2608,9,0,589,647.8,39852,0,0,0.01,hud-service,1,dos
1556210643,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556210648,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556210653,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556210658,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556210663,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556210673,1196,160,0,1071,342.2,7496,0,0,0,NetworkManager,1,dos
1556210683,1208,0,0,7,274.6,5164,0,0,0,polkitd,1,dos
1556210688,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556210693,1406,4,0,47,497.1,5056,0,0,0,whoopsie,1,dos
1556210698,3023,2,0,189,344,4812,0,0,0,zeitgeist-daem,1,dos
1556210703,1967,0,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556210708,3273,0,0,18,368.9,3884,0,0,0,deja-dup-monit,1,dos
1556210713,3733,1115,0,1603,10224,3664,10224,3664,0,dhclient,1,dos
1556210718,3292,1913,0,148,17924,2428,0,0,0,atop,1,dos
1556210723,3294,1913,0,148,17916,2420,0,0,0,atop,1,dos
1556210728,3295,1914,0,148,17920,2420,0,0,0,atop,1,dos
1556210733,3293,1914,0,148,17624,2372,0,0,0,atop,1,dos
1556210738,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556210743,1401,3,0,36,19296,824,0,0,0,irqbalance,1,dos
1556210748,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556210753,2529,0,0,121,22308,376,0,0,0,upstart-dbus-b,1,dos
1556210758,3405,0,0,0,0,0,0,0,0,kworker/u256:2,1,dos
1556210763,3724,0,0,0,0,0,0,0,0,<dhclient>,1,dos
1556210768,3736,266,0,0,0,0,0,0,0,<nm-dhcp-clie>,1,dos
1556210773,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556210778,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556210783,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556210788,2608,9,0,589,647.8,39852,0,0,0.01,hud-service,1,dos
1556210793,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556210798,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556210803,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556210808,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556210813,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556210818,1196,6,0,1071,342.2,7496,0,0,0,NetworkManager,1,dos
1556210823,2886,0,0,350,315.3,7400,0,0,0,mission-contro,1,dos
1556210828,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556210833,1406,12,0,47,497.1,5056,0,0,0,whoopsie,1,dos
1556210838,3733,4,0,1603,10224,3664,0,0,0,dhclient,1,dos
1556210843,3292,1915,0,148,17924,2428,0,0,0,atop,1,dos
1556210848,3294,1915,0,148,17916,2420,0,0,0,atop,1,dos
1556210853,3295,1914,0,148,17920,2420,0,0,0,atop,1,dos
1556210863,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556210868,1401,3,0,36,19296,824,0,0,0,irqbalance,1,dos
1556210873,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556210878,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556210883,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556210888,1495,0,0,10415,545.4,50232,0,0,0.01,mysqld,1,dos
1556210893,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556210898,2838,0,0,4,857.6,44596,0,0,0.01,evolution-cale,1,dos
1556210903,2608,9,0,589,647.8,39852,0,0,0.01,hud-service,1,dos
1556210908,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556210913,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556210918,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556210923,2633,2,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556210928,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556210938,2093,0,0,596,184.2,14072,0,0,0,apache2,1,dos
1556210943,1196,0,0,1071,342.2,7496,0,0,0,NetworkManager,1,dos
1556210948,2886,0,0,350,315.3,7400,0,0,0,mission-contro,1,dos
1556210953,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556210958,1406,0,0,47,497.1,5056,0,0,0,whoopsie,1,dos
1556210963,1967,8,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556210968,3273,0,0,18,368.9,3884,0,0,0,deja-dup-monit,1,dos
1556210973,1695,0,0,12,9480,3496,0,0,0,haveged,1,dos
1556210978,3292,1914,0,148,17924,2428,0,0,0,atop,1,dos
1556210983,3294,1914,0,148,17916,2420,0,0,0,atop,1,dos
1556210988,3295,1913,0,148,17920,2420,0,0,0,atop,1,dos
1556210993,3293,1913,0,148,17624,2372,0,0,0,atop,1,dos
1556210998,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556211003,1400,1,0,37,23652,1028,0,0,0,cron,1,dos
1556211008,1401,11,0,36,19296,824,0,0,0,irqbalance,1,dos
1556211013,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556211023,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556211033,1495,0,0,10415,545.4,50232,0,0,0.01,mysqld,1,dos
1556211038,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556211043,2608,9,0,589,647.9,39980,128,128,0.01,hud-service,1,dos
1556211048,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556211053,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556211058,3058,0,0,280,710.1,22236,0,0,0.01,gnome-terminal,1,dos
1556211063,2593,3,0,31,729.2,20068,0,0,0.01,unity-settings,1,dos
1556211068,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556211073,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556211078,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556211083,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556211088,1967,0,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556211093,1695,0,0,12,9480,3496,0,0,0,haveged,1,dos
1556211098,3292,1913,0,148,17924,2428,0,0,0,atop,1,dos
1556211103,3294,1913,0,148,17916,2420,0,0,0,atop,1,dos
1556211108,3295,1913,0,148,17920,2420,0,0,0,atop,1,dos
1556211113,3293,1913,0,148,17624,2372,0,0,0,atop,1,dos
1556211118,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556211123,1401,25,0,36,19296,824,0,0,0,irqbalance,1,dos
1556211128,2576,0,0,121,22308,640,0,0,0,upstart-dbus-b,1,dos
1556211133,1725,0,0,0,0,0,0,0,0,knetatop,1,dos
1556211143,2821,0,0,10,1.3,99.4,0,0,0.03,compiz,1,dos
1556211148,1457,0,0,2219,334.3,71104,0,0,0.02,Xorg,1,dos
1556211153,2849,8,0,1350,1.4,48316,0,0,0.01,nautilus,1,dos
1556211158,2608,10,0,589,647.9,39980,0,0,0.01,hud-service,1,dos
1556211163,3103,0,0,2132,2.5,28092,0,0,0.01,ostinato,1,dos
1556211168,3128,0,0,978,2.9,22916,0,0,0.01,drone,1,dos
1556211173,2633,0,0,66,553.8,18384,0,0,0,unity-panel-se,1,dos
1556211178,2847,0,0,297,718.4,18184,0,0,0,nm-applet,1,dos
1556211183,2882,0,0,36,381.1,16928,0,0,0,vmtoolsd,1,dos
1556211188,2731,0,0,35,280.1,5144,0,0,0,indicator-appl,1,dos
1556211193,1967,0,0,36,159.8,4396,0,0,0,vmtoolsd,1,dos
1556211198,3292,1913,0,148,17924,2428,0,0,0,atop,1,dos
1556211203,3294,1913,0,148,17916,2420,0,0,0,atop,1,dos
1556211213,3293,1913,0,148,17624,2372,0,0,0,atop,1,dos
1556211218,2499,0,0,415,40184,2288,0,0,0,dbus-daemon,1,dos
1556211223,1401,37,0,36,19296,824,0,0,0,irqbalance,1,dos
